item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_description,current_status,kewords,topic_group,topic_desc
59297481,FLOTTEBO,Beds,1596,"SR 1,995",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-dark-grey-s59297481/,Yes,"        Sofa-bed,          90 cm",C Halskov/H Dalsgaard,90,79,200,Item discontinued,Item discontinued,,,
9306355,NYHAMN,Beds,1520,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-pocket-spring-mattress-knisa-grey-beige-s09306355/,Yes,        Sofa-bed with triple cushion,IKEA of Sweden/L Hilland,97,90,200,Item discontinued,Item discontinued,,,
20249896,SVÄRTA,Beds,300,SR 375,TRUE,https://www.ikea.com/sa/en/p/svaerta-desk-top-silver-colour-20249896/,No,        Desk top,Tord Björklund,88,2,200,Item discontinued,Item discontinued,,,
29266184,LIDHULT,Beds,7785,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-5-seat-lejde-grey-black-s29266184/,Yes,"        Corner sofa-bed, 5-seat",IKEA of Sweden/Henrik Preutz,98,102,294,Item discontinued,Item discontinued,,,
29278158,GRÖNLID,Beds,4270,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-open-end-ljungen-medium-grey-s29278158/,Yes,        3-seat sofa-bed,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,98,104,231,Item discontinued,Item discontinued,,,
49268653,STUVA / FRITIDS,Beds,2025,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-loft-bed-combo-w-4-drawers-2-doors-white-light-pink-s49268653/,Yes,"        Loft bed combo w 4 drawers/2 doors,          207x99x182 cm",Ebba Strandmark/IKEA of Sweden,,182,,Item discontinued,Item discontinued,,,
29285521,VIMLE,Beds,2945,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-section-gunnared-beige-s29285521/,Yes,        2-seat sofa-bed section,Ehlén Johansson/IKEA of Sweden,98,83,160,Item discontinued,Item discontinued,,,
89278481,GRÖNLID,Beds,4790,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-chaise-longue-inseros-white-s89278481/,Yes,        3-seat sofa-bed,IKEA of Sweden/Ehlén Johansson/Francis Cayouette,164,104,277,Item discontinued,Item discontinued,,,
40296599,KURA,Beds,125,No old price,TRUE,https://www.ikea.com/sa/en/p/kura-bed-tent-turquoise-40296599/,No,        Bed tent,T Christensen/K Legaard,,68,97,Item discontinued,Item discontinued,,,
10311228,KURA,Beds,125,No old price,TRUE,https://www.ikea.com/sa/en/p/kura-bed-tent-pink-10311228/,No,        Bed tent,T Christensen/K Legaard,,68,97,Item discontinued,Item discontinued,,,
9277918,VALLENTUNA,Beds,4036,"SR 5,045",TRUE,https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-sofa-bed-with-open-end-hillared-light-blue-s09277918/,Yes,        3-seat modular sofa with sofa-bed,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,,84,273,Item discontinued,Item discontinued,,,
19290603,LIDHULT,Beds,4841,"SR 5,640",TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-grann-bomstad-dark-brown-s19290603/,No,        2-seat sofa-bed section,IKEA of Sweden/Henrik Preutz,97,95,160,Item discontinued,Item discontinued,,,
59277652,VALLENTUNA,Beds,2932,"SR 3,665",TRUE,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-with-sofa-bed-and-storage-hillared-light-blue-s59277652/,Yes,        2-seat modular sofa with sofa-bed,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,113,84,186,Item discontinued,Item discontinued,,,
69278415,GRÖNLID,Beds,4390,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-ljungen-light-green-s69278415/,Yes,        3-seat sofa-bed,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,98,104,267,Item discontinued,Item discontinued,,,
89253169,STUVA / FRITIDS,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-white-s89253169/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86,66,Item discontinued,Item discontinued,,,
19285588,VIMLE,Beds,3355,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-gunnared-medium-grey-s19285588/,Yes,        2-seat sofa-bed,IKEA of Sweden/Ehlén Johansson,98,83,190,Item discontinued,Item discontinued,,,
29297454,FLOTTEBO,Beds,1676,"SR 2,095",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-vissle-purple-s29297454/,Yes,"        Sofa-bed with side table,          90 cm",C Halskov/H Dalsgaard,90,79,200,Item discontinued,Item discontinued,,,
99280884,LYCKSELE LÖVÅS,Beds,1345,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-loevas-2-seat-sofa-bed-vallarum-cerise-s99280884/,Yes,        2-seat sofa-bed,IKEA of Sweden,100,87,142,Item discontinued,Item discontinued,,,
9278569,GRÖNLID,Beds,6110,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-4-seat-with-open-end-sporda-natural-s09278569/,Yes,"        Corner sofa-bed, 4-seat",Ehlén Johansson/Francis Cayouette/IKEA of Sweden,98,104,235,Item discontinued,Item discontinued,,,
19299726,VIMLE,Beds,7765,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-corner-sofa-bed-5-seat-with-chaise-longue-dalstorp-multicolour-s19299726/,Yes,"        Corner sofa-bed, 5-seat",Ehlén Johansson/IKEA of Sweden,98,83,349,Item discontinued,Item discontinued,,,
29257066,LIDHULT,Beds,4040,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-lejde-grey-black-s29257066/,Yes,        2-seat sofa-bed,IKEA of Sweden/Henrik Preutz,98,102,208,Item discontinued,Item discontinued,,,
39292465,VIMLE,Beds,4120,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-open-end-tallmyra-black-grey-s39292465/,Yes,        3-seat sofa-bed,Ehlén Johansson/IKEA of Sweden,98,83,246,Item discontinued,Item discontinued,,,
69292275,VIMLE,Beds,4265,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-gunnared-beige-s69292275/,Yes,        3-seat sofa-bed,Ehlén Johansson/IKEA of Sweden,98,83,261,Item discontinued,Item discontinued,,,
79267280,STUVA / FRITIDS,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-light-pink-s79267280/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86,66,Item discontinued,Item discontinued,,,
99275241,STUVA / FÖLJA,Beds,1980,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-foelja-loft-bed-combo-w-4-drawers-2-doors-white-s99275241/,No,"        Loft bed combo w 4 drawers/2 doors,          207x99x182 cm",IKEA of Sweden/Ebba Strandmark,,182,,Item discontinued,Item discontinued,,,
50201534,GONATT,Beds,1095,No old price,TRUE,https://www.ikea.com/sa/en/p/gonatt-cot-white-50201534/,No,"        Cot,          60x120 cm",J Asshoff/H Brogård,,103,66,Item discontinued,Item discontinued,,,
80332473,SUFFLETT,Beds,85,No old price,TRUE,https://www.ikea.com/sa/en/p/sufflett-bed-tent-green-80332473/,No,"        Bed tent,          70/80/90",IKEA of Sweden,,80,,Item discontinued,Item discontinued,,,
39253176,STUVA / FRITIDS,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-light-blue-s39253176/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86,66,Item discontinued,Item discontinued,,,
69297471,FLOTTEBO,Beds,1996,"SR 2,495",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-purple-s69297471/,Yes,"        Sofa-bed,          120 cm",C Halskov/H Dalsgaard,120,79,200,Item discontinued,Item discontinued,,,
39266094,LIDHULT,Beds,5840,No old price,TRUE,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-bed-with-chaise-longue-lejde-grey-black-s39266094/,Yes,        3-seat sofa-bed,IKEA of Sweden/Henrik Preutz,164,102,298,Item discontinued,Item discontinued,,,
89149936,LYCKSELE HÅVET,Beds,1645,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-havet-two-seat-sofa-bed-vallarum-grey-s89149936/,Yes,        Two-seat sofa-bed,IKEA of Sweden,100,87,142,Item discontinued,Item discontinued,,,
39277196,GRÖNLID,Beds,3145,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-section-ljungen-dark-red-s39277196/,Yes,        2-seat sofa-bed section,IKEA of Sweden/Francis Cayouette/Ehlén Johansson,98,104,160,Item discontinued,Item discontinued,,,
59266074,LIDHULT,Beds,7873,"SR 9,430",TRUE,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-bed-with-chaise-longue-grann-bomstad-dark-brown-s59266074/,No,        3-seat sofa-bed,Henrik Preutz/IKEA of Sweden,164,102,298,Item discontinued,Item discontinued,,,
39180566,STUVA / FÖLJA,Beds,985,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-foelja-cot-with-drawers-white-s39180566/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86,66,Item discontinued,Item discontinued,,,
39266008,LIDHULT,Beds,5553,"SR 6,530",TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-grann-bomstad-dark-brown-s39266008/,No,        2-seat sofa-bed,IKEA of Sweden/Henrik Preutz,98,102,208,Item discontinued,Item discontinued,,,
49253185,STUVA / FRITIDS,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-red-s49253185/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86,66,Item discontinued,Item discontinued,,,
59297674,JONAXEL,Bookcases & shelving units,915,"SR 1,023",TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskts-clths-rl-shlv-uts-s59297674/,No,"        Frame/mesh baskts/clths rl/shlv uts,          198x51x173 cm",IKEA of Sweden,51,173,198,Item discontinued,Item discontinued,,,
450347,KOLBJÖRN,Bookcases & shelving units,345,No old price,TRUE,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-green-00450347/,No,"        Cabinet in/outdoor,          80x81 cm",IKEA of Sweden,35,81,80,Item discontinued,Item discontinued,,,
99303461,IVAR,Bookcases & shelving units,1385,"SR 1,390",TRUE,https://www.ikea.com/sa/en/p/ivar-shelv-unit-w-table-cabinets-drawers-pine-red-s99303461/,No,"        Shelv unit w table/cabinets/drawers,          175x30-104x179 cm",IKEA of Sweden,,179,175,Item discontinued,Item discontinued,,,
40322876,SVALNÄS,Bookcases & shelving units,270,No old price,TRUE,https://www.ikea.com/sa/en/p/svalnaes-desk-space-with-2-drawers-bamboo-40322876/,No,"        Desk space with 2 drawers,          81x35 cm",Jon Karlsson,35,,81,Item discontinued,Item discontinued,,,
20346072,KALLAX,Bookcases & shelving units,30,SR 50,TRUE,https://www.ikea.com/sa/en/p/kallax-shelf-insert-light-grey-20346072/,No,        Shelf insert,Chenyi Ke,12,35,33,Item discontinued,Item discontinued,,,
19222299,KALLAX,Bookcases & shelving units,450,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-stained-oak-effect-white-s19222299/,Yes,"        Desk combination,          77x147x159 cm",IKEA of Sweden/Tord Björklund,159,147,77,Item discontinued,Item discontinued,,,
40415465,LOMMARP,Bookcases & shelving units,476,SR 595,TRUE,https://www.ikea.com/sa/en/p/lommarp-bookcase-dark-blue-green-40415465/,No,"        Bookcase,          65x199 cm",Francis Cayouette,34,199,65,Item discontinued,Item discontinued,,,
69155853,BILLY,Bookcases & shelving units,1510,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-bookcase-brown-ash-veneer-s69155853/,Yes,"        Bookcase,          215/135x28x237 cm",Gillis Lundgren/IKEA of Sweden,28,237,280,Item discontinued,Item discontinued,,,
30334605,EKET,Bookcases & shelving units,220,SR 275,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-w-2-doors-and-2-shelves-white-30334605/,Yes,"        Cabinet w 2 doors and 2 shelves,          70x25x70 cm",Jon Karlsson,25,70,70,Item discontinued,Item discontinued,,,
40277143,GNEDBY,Bookcases & shelving units,125,No old price,TRUE,https://www.ikea.com/sa/en/p/gnedby-shelving-unit-white-40277143/,Yes,"        Shelving unit,          202 cm",IKEA of Sweden,17,202,20,Item discontinued,Item discontinued,,,
50279066,LIATORP,Bookcases & shelving units,450,No old price,TRUE,https://www.ikea.com/sa/en/p/liatorp-panel-glass-door-white-50279066/,No,"        Panel/glass door,          44x198 cm",Carina Bengs,,198,44,Item discontinued,Item discontinued,,,
319135,IVAR,Bookcases & shelving units,570,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-storage-unit-with-foldable-table-pine-00319135/,No,"        Storage unit with foldable table,          80x30-104x155 cm",IKEA of Sweden,30,155,80,Item discontinued,Item discontinued,,,
79286434,EKET,Bookcases & shelving units,620,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-golden-brown-s79286434/,Yes,"        Cabinet combination with legs,          140x35x80 cm",Jon Karlsson,35,80,140,Item discontinued,Item discontinued,,,
30381593,IVAR,Bookcases & shelving units,345,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-white-30381593/,No,"        Cabinet with doors,          80x83 cm",Sarah Fager,30,83,80,Item discontinued,Item discontinued,,,
90344456,VILTO,Bookcases & shelving units,275,No old price,TRUE,https://www.ikea.com/sa/en/p/vilto-shelving-unit-birch-90344456/,No,"        Shelving unit,          46x150 cm",Maja Ganszyniec,26,150,46,Item discontinued,Item discontinued,,,
322859,SVALNÄS,Bookcases & shelving units,90,No old price,TRUE,https://www.ikea.com/sa/en/p/svalnaes-shelf-bamboo-00322859/,No,"        Shelf,          61x25 cm",Jon Karlsson,25,,61,Item discontinued,Item discontinued,,,
19286390,EKET,Bookcases & shelving units,400,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-storage-combination-light-grey-dark-grey-red-s19286390/,Yes,"        Wall-mounted storage combination,          70x25x175 cm",Jon Karlsson/IKEA of Sweden,25,175,70,Item discontinued,Item discontinued,,,
9305087,JONAXEL,Bookcases & shelving units,135,No old price,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-top-shelf-s09305087/,No,"        Frame/wire baskets/top shelf,          25x51x70 cm",IKEA of Sweden,51,70,25,Item discontinued,Item discontinued,,,
79302721,BESTÅ,Bookcases & shelving units,920,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-riksviken-nannarp-light-bronze-effect-s79302721/,Yes,"        Storage combination with doors,          120x42x74 cm",IKEA of Sweden/Carl Öjerstam,42,74,120,Item discontinued,Item discontinued,,,
99291745,HYLLIS,Bookcases & shelving units,84,No old price,TRUE,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-with-cover-transparent-s99291745/,No,"        Shelving unit with cover,          60x27x140 cm",IKEA of Sweden,27,140,60,Item discontinued,Item discontinued,,,
70302283,BRUSALI,Bookcases & shelving units,237,SR 395,TRUE,https://www.ikea.com/sa/en/p/brusali-bookcase-brown-70302283/,No,"        Bookcase,          67x190 cm",IKEA of Sweden,33,190,67,Item discontinued,Item discontinued,,,
9197436,KALLAX,Bookcases & shelving units,450,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-white-s09197436/,No,"        Shelving unit with doors,          77x147 cm",Tord Björklund,39,147,77,Item discontinued,Item discontinued,,,
99286838,BESTÅ / EKET,Bookcases & shelving units,1719,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-grey-dark-grey-golden-brown-s99286838/,Yes,"        Cabinet combination for TV,          210x40x220 cm",Jon Karlsson/IKEA of Sweden,40,220,210,Item discontinued,Item discontinued,,,
20417205,STUK,Bookcases & shelving units,35,No old price,TRUE,https://www.ikea.com/sa/en/p/stuk-storage-case-pink-20417205/,No,"        Storage case,          55x51x18 cm",IKEA of Sweden,51,18,55,Item discontinued,Item discontinued,,,
20323358,BILLY,Bookcases & shelving units,50,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-extra-shelf-brown-ash-veneer-20323358/,Yes,"        Extra shelf,          76x26 cm",IKEA of Sweden,26,,76,Item discontinued,Item discontinued,,,
90394470,BOTTNA,Bookcases & shelving units,15,No old price,TRUE,https://www.ikea.com/sa/en/p/bottna-book-end-light-grey-green-anthracite-90394470/,No,        Book-end,K Hagberg/M Hagberg,,15,13,Item discontinued,Item discontinued,,,
69251345,IVAR,Bookcases & shelving units,420,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-shelving-unit-pine-s69251345/,No,"        Shelving unit,          89x50x179 cm",IKEA of Sweden,50,179,89,Item discontinued,Item discontinued,,,
79306875,EKET,Bookcases & shelving units,250,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-stained-oak-effect-s79306875/,Yes,"        Cabinet combination with feet,          70x35x72 cm",IKEA of Sweden/Jon Karlsson,35,72,70,Item discontinued,Item discontinued,,,
40218554,ALGOT,Bookcases & shelving units,15.6,SR 26,TRUE,https://www.ikea.com/sa/en/p/algot-shelf-white-40218554/,Yes,"        Shelf,          40x38 cm",Francis Cayouette,38,,40,Item discontinued,Item discontinued,,,
60295706,MOSTORP,Bookcases & shelving units,417,SR 695,TRUE,https://www.ikea.com/sa/en/p/mostorp-wall-shelf-beige-high-gloss-beige-60295706/,Yes,"        Wall shelf,          160x27 cm","602.957.06 With a media shelf you can make the most of the wall area, while freeing up space on the floor.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.",27,27,160,Item discontinued,Item discontinued,,,
80385616,BILLY,Bookcases & shelving units,516,SR 645,TRUE,https://www.ikea.com/sa/en/p/billy-bookcase-with-glass-doors-dark-red-80385616/,Yes,"        Bookcase with glass-doors,          80x30x202 cm",Gillis Lundgren,30,202,80,Item discontinued,Item discontinued,,,
90311069,OBSERVATÖR,Bookcases & shelving units,15,No old price,TRUE,https://www.ikea.com/sa/en/p/observatoer-clip-on-basket-white-90311069/,No,        Clip-on basket,Henrik Preutz,,18,30,Item discontinued,Item discontinued,,,
89248205,IVAR,Bookcases & shelving units,440,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-pine-white-s89248205/,No,"        Cabinet with doors,          89x30x124 cm",Sarah Fager/IKEA of Sweden,30,124,89,Item discontinued,Item discontinued,,,
29276531,ALGOT,Bookcases & shelving units,509,SR 649,TRUE,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-drying-rack-white-s29276531/,No,"        Wall upright/shelves/drying rack,          132x41x199 cm",Francis Cayouette,41,199,132,Item discontinued,Item discontinued,,,
40347886,EDVALLA,Bookcases & shelving units,25,No old price,TRUE,https://www.ikea.com/sa/en/p/edvalla-drop-handle-brass-colour-40347886/,No,"        Drop handle,          18 mm",Francis Cayouette,11,,33,Item discontinued,Item discontinued,,,
39903791,ALGOT,Bookcases & shelving units,196,SR 232,TRUE,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s39903791/,No,"        Wall upright/shelves,          86x41x85 cm",Francis Cayouette,41,85,86,Item discontinued,Item discontinued,,,
89286382,EKET,Bookcases & shelving units,640,SR 750,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-white-stained-oak-effect-s89286382/,Yes,"        Wall-mounted cabinet combination,          175x25x70 cm",Jon Karlsson/IKEA of Sweden,25,70,175,Item discontinued,Item discontinued,,,
